Generator,Intended_Vol_Ratio,Persistence,Mean_Regime_Duration,Replication,Realized_Vol_Ratio,Oracle_k_ARI,Silhouette_k_hat,Silhouette_Exact
ms_garch,1.5,0.95,19.999999999999982,3,1.0016425543578933,0.0012632191855067127,2,1
ms_garch,1.5,0.95,19.999999999999982,4,1.0837842560453748,-0.00024123392343287957,2,1
ms_garch,1.5,0.95,19.999999999999982,5,1.222268893865057,-0.0011877096278209828,2,1
ms_garch,1.5,0.95,19.999999999999982,6,1.3747474524756997,0.0025180211171636066,2,1
ms_garch,1.5,0.95,19.999999999999982,7,1.1256494985673045,-0.0032789699379974493,2,1
ms_garch,1.5,0.95,19.999999999999982,8,1.5457369285456015,-0.0008650570191494596,2,1
ms_garch,1.5,0.95,19.999999999999982,9,1.1197181962072218,0.00919017924980656,2,1
ms_garch,1.5,0.95,19.999999999999982,10,1.1516731353846354,0.007352128295643851,2,1
ms_garch,1.5,0.95,19.999999999999982,11,1.227034635262742,-0.0009625444149313952,2,1
ms_garch,1.5,0.95,19.999999999999982,12,1.2123326440024205,0.004698091675368024,3,0
ms_garch,1.5,0.95,19.999999999999982,13,1.1267965022046182,0.0023907924351311487,2,1
ms_garch,1.5,0.95,19.999999999999982,14,1.0071747818656733,0.002062005033654541,2,1
ms_garch,1.5,0.95,19.999999999999982,15,1.2619530572438507,0.00657885630486776,2,1
ms_garch,1.5,0.95,19.999999999999982,16,1.1864565946655528,0.0006197727959050902,2,1
ms_garch,1.5,0.95,19.999999999999982,17,1.0893335752725173,-0.006520324433012008,2,1
ms_garch,1.5,0.95,19.999999999999982,18,1.1879861425377467,-0.00038348807178989057,2,1
ms_garch,1.5,0.95,19.999999999999982,19,1.2500879286036883,0.012231372085934392,2,1
ms_garch,1.5,0.99,99.99999999999991,0,1.4020728876306812,0.053655733751765446,2,1
ms_garch,1.5,0.99,99.99999999999991,1,1.3142928853502116,0.005641733277677528,2,1
ms_garch,1.5,0.99,99.99999999999991,2,1.2732994013468906,0.05878210464774707,2,1
ms_garch,1.5,0.99,99.99999999999991,3,1.2739074186135428,0.04040171873564335,2,1
ms_garch,1.5,0.99,99.99999999999991,4,1.2815115183963468,0.05159680986285197,2,1
ms_garch,1.5,0.99,99.99999999999991,5,1.20213691423035,0.08223942297566887,2,1
ms_garch,1.5,0.99,99.99999999999991,6,1.4034569916906603,0.034196365140862904,2,1
ms_garch,1.5,0.99,99.99999999999991,7,1.2356866968413196,0.035071569493886866,2,1
ms_garch,1.5,0.99,99.99999999999991,8,1.2094173046490229,-0.027774171886189716,2,1
ms_garch,1.5,0.99,99.99999999999991,9,1.5301199678756396,0.00928970455284994,2,1
ms_garch,1.5,0.99,99.99999999999991,10,1.257333681207049,0.03840899365743777,2,1
ms_garch,1.5,0.99,99.99999999999991,11,1.4490739340471341,0.026198372508172082,2,1
ms_garch,1.5,0.99,99.99999999999991,12,1.2180779321776087,0.04048955978106808,2,1
ms_garch,1.5,0.99,99.99999999999991,13,1.4228283615345259,0.021028699872800104,2,1
ms_garch,1.5,0.99,99.99999999999991,14,1.4843545152030448,0.049574644965446286,2,1
ms_garch,1.5,0.99,99.99999999999991,15,1.3440778336854227,0.10529854457460534,2,1
ms_garch,1.5,0.99,99.99999999999991,16,1.1466812838388156,0.0031592253833342336,2,1
ms_garch,1.5,0.99,99.99999999999991,17,1.460973164171937,-0.004759763468638755,2,1
ms_garch,1.5,0.99,99.99999999999991,18,1.3730839766386242,0.008484757512829122,2,1
ms_garch,1.5,0.99,99.99999999999991,19,1.1171449802177063,0.020418663310867176,2,1
ms_garch,2.0,0.9,10.000000000000002,0,1.0503394872844662,-6.303995505036484e-06,2,1
ms_garch,2.0,0.9,10.000000000000002,1,1.275237887770067,0.0034054076758645493,2,1
ms_garch,2.0,0.9,10.000000000000002,2,1.0161134045744629,0.0007523376071076957,2,1
ms_garch,2.0,0.9,10.000000000000002,3,1.0097478169630891,0.0015917699950397024,2,1
ms_garch,2.0,0.9,10.000000000000002,4,1.2423421632334681,0.005356931204302419,2,1
ms_garch,2.0,0.9,10.000000000000002,5,1.1575820004723358,0.006275504869416012,2,1
ms_garch,2.0,0.9,10.000000000000002,6,1.1940341063954056,-0.00015766385342879643,2,1
ms_garch,2.0,0.9,10.000000000000002,7,1.1052105487639095,0.00032024723838491105,2,1
ms_garch,2.0,0.9,10.000000000000002,8,1.122552367575347,-0.00020601198283217036,2,1
ms_garch,2.0,0.9,10.000000000000002,9,1.1640202373893564,0.0028809463721245114,2,1
ms_garch,2.0,0.9,10.000000000000002,10,1.0965753253803296,-4.9026337704149605e-05,2,1
ms_garch,2.0,0.9,10.000000000000002,11,1.1045545482063626,-0.00015862633050598226,2,1
ms_garch,2.0,0.9,10.000000000000002,12,1.3405907558751462,0.0006204742204154526,2,1
ms_garch,2.0,0.9,10.000000000000002,13,1.1554346634181878,0.001986129693484884,2,1
ms_garch,2.0,0.9,10.000000000000002,14,1.1592731013074764,-0.0011701656760443786,2,1
ms_garch,2.0,0.9,10.000000000000002,15,1.1357640136656075,0.001586995470781679,2,1
ms_garch,2.0,0.9,10.000000000000002,16,1.0831963710618855,0.003153318552680804,2,1
ms_garch,2.0,0.9,10.000000000000002,17,1.070935177661375,6.486538209011296e-05,2,1
ms_garch,2.0,0.9,10.000000000000002,18,1.1713184447666456,0.0004703255783601086,2,1
ms_garch,2.0,0.9,10.000000000000002,19,1.0293313936078212,0.003369679906698369,2,1
ms_garch,2.0,0.95,19.999999999999982,0,1.232810351770779,0.0010769973034836819,2,1
ms_garch,2.0,0.95,19.999999999999982,1,1.1815612108059184,0.004026390698471215,2,1
ms_garch,2.0,0.95,19.999999999999982,2,1.1202271252866218,0.00640138416063546,2,1
ms_garch,2.0,0.95,19.999999999999982,3,1.2944968546688675,0.008528247810707677,2,1
ms_garch,2.0,0.95,19.999999999999982,4,1.2215108516845603,0.01119842787298943,2,1
ms_garch,2.0,0.95,19.999999999999982,5,1.00365981080659,-0.0006483358194712031,2,1
ms_garch,2.0,0.95,19.999999999999982,6,1.2132218260289431,0.0012715946243142418,2,1
ms_garch,2.0,0.95,19.999999999999982,7,1.3638213412299716,0.007899167325404332,2,1
ms_garch,2.0,0.95,19.999999999999982,8,1.2076509664534625,0.0015811961516009967,2,1
ms_garch,2.0,0.95,19.999999999999982,9,1.0797033266513385,5.606678409060673e-05,2,1
ms_garch,2.0,0.95,19.999999999999982,10,1.0745677630675488,0.00016089563749644426,2,1
ms_garch,2.0,0.95,19.999999999999982,11,1.1341255090393445,0.0100114674759597,2,1
ms_garch,2.0,0.95,19.999999999999982,12,1.133989319071665,0.00030989629164627255,2,1
ms_garch,2.0,0.95,19.999999999999982,13,1.3154035056527862,-0.007359138834792788,2,1
ms_garch,2.0,0.95,19.999999999999982,14,1.1736345196622664,0.0020302028917989464,2,1
ms_garch,2.0,0.95,19.999999999999982,15,1.2717814368282223,-0.00034028251481902234,2,1
ms_garch,2.0,0.95,19.999999999999982,16,1.2877805155648587,0.0020716261445925884,2,1
ms_garch,2.0,0.95,19.999999999999982,17,1.1498551239887524,0.00019977240365982374,2,1
ms_garch,2.0,0.95,19.999999999999982,18,1.2226137955475127,-0.005864284113350254,2,1
ms_garch,2.0,0.95,19.999999999999982,19,1.1196228022045052,0.0003208795572375705,2,1
ms_garch,2.0,0.99,99.99999999999991,0,1.4349067575391217,0.05272605394285176,3,0
ms_garch,2.0,0.99,99.99999999999991,1,1.78159008603145,0.13497374965757655,2,1
ms_garch,2.0,0.99,99.99999999999991,2,1.7576085517202826,0.005060903638301362,2,1
ms_garch,2.0,0.99,99.99999999999991,3,1.6924493267925373,-0.001745352566565286,2,1
ms_garch,2.0,0.99,99.99999999999991,4,1.7352588408636065,0.2772477231882978,2,1
ms_garch,2.0,0.99,99.99999999999991,5,1.6970743665865107,0.0716921410957483,2,1
ms_garch,2.0,0.99,99.99999999999991,6,2.018225195544376,0.00737265393551078,2,1
ms_garch,2.0,0.99,99.99999999999991,7,1.6664279374004811,0.03501633231998113,2,1
ms_garch,2.0,0.99,99.99999999999991,8,1.336950984646008,0.004190074987567717,2,1
ms_garch,2.0,0.99,99.99999999999991,9,1.691905882187206,0.1510904850823603,2,1
ms_garch,2.0,0.99,99.99999999999991,10,1.3349917165641259,0.012364793924163467,2,1
ms_garch,2.0,0.99,99.99999999999991,11,1.4736133132450093,0.10436444725458488,2,1
ms_garch,2.0,0.99,99.99999999999991,12,1.688650707301068,0.1443170483938014,2,1
ms_garch,2.0,0.99,99.99999999999991,13,1.6924529742599177,0.004701978498549983,2,1
ms_garch,2.0,0.99,99.99999999999991,14,1.5720846769958758,0.10164585388115144,2,1
ms_garch,2.0,0.99,99.99999999999991,15,1.7871976712299273,0.029613406957162296,2,1
ms_garch,2.0,0.99,99.99999999999991,16,1.4839851272036286,0.2005449380263747,2,1
ms_garch,2.0,0.99,99.99999999999991,17,1.6233263507980813,0.12210814157668687,2,1
ms_garch,2.0,0.99,99.99999999999991,18,1.5878593773636906,-0.004768628359076267,2,1
ms_garch,2.0,0.99,99.99999999999991,19,1.511916721344161,0.007559958604005469,2,1
ms_garch,2.5,0.9,10.000000000000002,0,1.1694735796443543,-0.0002987639553494144,2,1
ms_garch,2.5,0.9,10.000000000000002,1,1.2558307306894738,-0.0002460214485989726,2,1
ms_garch,2.5,0.9,10.000000000000002,2,1.1451515714490006,0.0007225929825580269,2,1
ms_garch,2.5,0.9,10.000000000000002,3,1.082403299451127,0.00013004273596388497,2,1
ms_garch,2.5,0.9,10.000000000000002,4,1.1182031753738746,-0.00031273515848357383,2,1
ms_garch,2.5,0.9,10.000000000000002,5,1.1938912741730137,0.008229791727391756,2,1
ms_garch,2.5,0.9,10.000000000000002,6,1.2494198675965875,0.00042649849234931657,2,1
ms_garch,2.5,0.9,10.000000000000002,7,1.332236923688956,-6.972816486086039e-05,2,1
ms_garch,2.5,0.9,10.000000000000002,8,1.0265993252819527,0.0021262174929098307,2,1
ms_garch,2.5,0.9,10.000000000000002,9,1.2515102249380254,-3.6413795331714426e-05,2,1
ms_garch,2.5,0.9,10.000000000000002,10,1.2491266078989787,0.0015167932058378598,2,1
ms_garch,2.5,0.9,10.000000000000002,11,1.2698748587356932,0.012176975962851099,2,1
ms_garch,2.5,0.9,10.000000000000002,12,1.1437945781997947,0.002444084336865424,2,1
ms_garch,2.5,0.9,10.000000000000002,13,1.24236892990778,0.0020898262286467234,2,1
ms_garch,2.5,0.9,10.000000000000002,14,1.084638705310606,-0.00019837036502946695,2,1
ms_garch,2.5,0.9,10.000000000000002,15,1.1736747850732208,8.628119459952037e-05,2,1
ms_garch,2.5,0.9,10.000000000000002,16,1.1568192782625704,0.0018727556181489954,2,1
ms_garch,2.5,0.9,10.000000000000002,17,1.1359755454879643,0.0019245998442291412,2,1
ms_garch,2.5,0.9,10.000000000000002,18,1.2160710302906916,0.0021105546054579812,2,1
ms_garch,2.5,0.9,10.000000000000002,19,1.1583875143270543,-0.0001185026902355502,2,1
ms_garch,2.5,0.95,19.999999999999982,0,1.2847706580595621,0.011778343661353682,2,1
ms_garch,2.5,0.95,19.999999999999982,1,1.4582688511136184,0.02575516183054142,2,1
ms_garch,2.5,0.95,19.999999999999982,2,1.3416526502611354,0.03339160371046795,2,1
ms_garch,2.5,0.95,19.999999999999982,3,1.1676219098334029,-0.0009488780252813389,2,1
ms_garch,2.5,0.95,19.999999999999982,4,1.1660012573738898,0.0005647775929060107,2,1
ms_garch,2.5,0.95,19.999999999999982,5,1.246575165131778,0.009436199238097987,2,1
ms_garch,2.5,0.95,19.999999999999982,6,1.3348892612035632,0.008335279447103976,2,1
ms_garch,2.5,0.95,19.999999999999982,7,1.3285347650374533,-0.0015277418714290264,2,1
ms_garch,2.5,0.95,19.999999999999982,8,1.3498455582964264,0.003499128703279967,2,1
ms_garch,2.5,0.95,19.999999999999982,9,1.264233439803622,0.005973801918794947,2,1
ms_garch,2.5,0.95,19.999999999999982,10,1.3561474457311478,0.025895225380322913,2,1
ms_garch,2.5,0.95,19.999999999999982,11,1.418407383600309,-0.0003798186918691666,2,1
ms_garch,2.5,0.95,19.999999999999982,12,1.180065009618232,0.0024320619135537154,2,1
ms_garch,2.5,0.95,19.999999999999982,13,1.2276776265583467,0.0028507204757497293,2,1
ms_garch,2.5,0.95,19.999999999999982,14,1.3994435722138592,0.019834375351781106,2,1
ms_garch,2.5,0.95,19.999999999999982,15,1.2398429351478386,-0.002076434210514773,2,1
ms_garch,2.5,0.95,19.999999999999982,16,1.2696275188861188,-0.0002317984157262577,2,1
ms_garch,2.5,0.95,19.999999999999982,17,1.3451368435182929,0.0037868948791358803,2,1
ms_garch,2.5,0.95,19.999999999999982,18,1.606550332012977,0.03130027238281671,2,1
ms_garch,2.5,0.95,19.999999999999982,19,1.1884366641305417,0.010997942069939563,2,1
ms_garch,2.5,0.99,99.99999999999991,0,1.700832798652525,0.01448007120294154,2,1
ms_garch,2.5,0.99,99.99999999999991,1,1.9476621462928796,0.052767346493939105,2,1
ms_garch,2.5,0.99,99.99999999999991,2,1.730517705965773,0.033793776709263736,2,1
ms_garch,2.5,0.99,99.99999999999991,3,1.88235688770889,0.01262112819073092,2,1
ms_garch,2.5,0.99,99.99999999999991,4,1.7105467365388676,0.04792862951241239,2,1
ms_garch,2.5,0.99,99.99999999999991,5,1.677452044595403,0.10926484581514409,3,0
ms_garch,2.5,0.99,99.99999999999991,6,1.8713098368391508,0.2288452337496363,3,0
ms_garch,2.5,0.99,99.99999999999991,7,1.5519416188819035,0.07322005014215542,4,0
ms_garch,2.5,0.99,99.99999999999991,8,1.4747335126427061,0.2030559537673734,3,0
ms_garch,2.5,0.99,99.99999999999991,9,1.7249719351150528,0.25588746961008907,3,0
ms_garch,2.5,0.99,99.99999999999991,10,1.7101968536047363,0.2889161254566227,2,1
ms_garch,2.5,0.99,99.99999999999991,11,1.6663008389719858,0.010383302819694764,2,1
ms_garch,2.5,0.99,99.99999999999991,12,1.5606416335600948,0.06952599577311433,2,1
ms_garch,2.5,0.99,99.99999999999991,13,1.698163715775644,0.21782255799572714,2,1
ms_garch,2.5,0.99,99.99999999999991,14,1.6773411685243946,-0.0035606318315673418,2,1
ms_garch,2.5,0.99,99.99999999999991,15,1.7259905105396416,0.10879616516330678,3,0
ms_garch,2.5,0.99,99.99999999999991,16,1.1489229822004228,0.0036657964724493386,2,1
ms_garch,2.5,0.99,99.99999999999991,17,1.5521266489005423,-0.013319238688289835,2,1
ms_garch,2.5,0.99,99.99999999999991,18,1.7126252547189764,0.19524665992580392,2,1
ms_garch,2.5,0.99,99.99999999999991,19,1.6264008386525863,0.1823171053999646,2,1
ms_garch,4.0,0.9,10.000000000000002,0,1.1180947306876716,-0.0002586059403255904,2,1
ms_garch,4.0,0.9,10.000000000000002,1,1.3031289295979065,0.004227615570725146,2,1
ms_garch,4.0,0.9,10.000000000000002,2,1.090933704661985,0.000891575683719317,2,1
ms_garch,4.0,0.9,10.000000000000002,3,1.1678930474317848,0.0012851213668450517,2,1
ms_garch,4.0,0.9,10.000000000000002,4,1.2609472202123573,-0.0004967516671305709,2,1
ms_garch,4.0,0.9,10.000000000000002,5,1.2037704632692574,-6.447681345067989e-06,2,1
ms_garch,4.0,0.9,10.000000000000002,6,1.1834813215052646,-0.00010234431123086672,2,1
ms_garch,4.0,0.9,10.000000000000002,7,1.2499276004897175,0.010609091136902603,2,1
ms_garch,4.0,0.9,10.000000000000002,8,1.1781326919131447,-4.306688727646282e-06,2,1
ms_garch,4.0,0.9,10.000000000000002,9,1.2217230904710696,0.005767213941069946,2,1
ms_garch,4.0,0.9,10.000000000000002,10,1.2161057060115101,0.0015428148670710883,2,1
ms_garch,4.0,0.9,10.000000000000002,11,1.2513201896334867,-6.999815303712178e-05,2,1
ms_garch,4.0,0.9,10.000000000000002,12,1.085403371858883,-0.001242545122128683,2,1
ms_garch,4.0,0.9,10.000000000000002,13,1.3158987277984964,-0.0009139278700873799,2,1
ms_garch,4.0,0.9,10.000000000000002,14,1.2364888371400278,0.010447208968383382,2,1
ms_garch,4.0,0.9,10.000000000000002,15,1.2927457644897444,0.0008698207846330048,2,1
ms_garch,4.0,0.9,10.000000000000002,16,1.3862418526514881,0.00016206644481089446,2,1
ms_garch,4.0,0.9,10.000000000000002,17,1.2547735911731452,-5.166581178616433e-06,2,1
ms_garch,4.0,0.9,10.000000000000002,18,1.2081637030472296,0.001303254354620662,2,1
ms_garch,4.0,0.9,10.000000000000002,19,1.261313120117604,0.004845333326148671,2,1
ms_garch,4.0,0.95,19.999999999999982,0,1.4156697743150088,-0.0006228247847527601,2,1
ms_garch,4.0,0.95,19.999999999999982,1,1.2268579838285996,-0.0014695809362039176,2,1
ms_garch,4.0,0.95,19.999999999999982,2,1.3279675673405817,0.015220690302744696,3,0
ms_garch,4.0,0.95,19.999999999999982,3,1.3076764182990117,0.007502607972406951,2,1
ms_garch,4.0,0.95,19.999999999999982,4,1.3698122930879824,0.007031424723486003,2,1
ms_garch,4.0,0.95,19.999999999999982,5,1.3887679295788404,0.005333863636418298,2,1
ms_garch,4.0,0.95,19.999999999999982,6,1.2988872144320744,0.006075968475660246,2,1
ms_garch,4.0,0.95,19.999999999999982,7,1.1843438528095567,0.0061980463642001314,2,1
ms_garch,4.0,0.95,19.999999999999982,8,1.479120603300241,0.04022888787439916,3,0
ms_garch,4.0,0.95,19.999999999999982,9,1.2796962077021945,0.0188655365293693,2,1
ms_garch,4.0,0.95,19.999999999999982,10,1.2790417666298444,0.008492825419385024,2,1
ms_garch,4.0,0.95,19.999999999999982,11,1.2570964600575565,0.0043746369183348755,2,1
ms_garch,4.0,0.95,19.999999999999982,12,1.187789482226739,-0.003990277095274627,2,1
ms_garch,4.0,0.95,19.999999999999982,13,1.3649228071712243,0.015199803383718093,2,1
ms_garch,4.0,0.95,19.999999999999982,14,1.2505204104298269,0.03591716333848434,2,1
ms_garch,4.0,0.95,19.999999999999982,15,1.4118184813479746,0.0022876419829729096,2,1
ms_garch,4.0,0.95,19.999999999999982,16,1.3620779742283695,0.004138687219095406,2,1
ms_garch,4.0,0.95,19.999999999999982,17,1.2922811204511675,0.00939171188660216,3,0
ms_garch,4.0,0.95,19.999999999999982,18,1.400838140284606,0.026347152080521307,2,1
ms_garch,4.0,0.95,19.999999999999982,19,1.3994670889189857,0.017865925496259986,2,1
ms_garch,4.0,0.99,99.99999999999991,0,2.6254831757491073,0.14615272204269844,2,1
ms_garch,4.0,0.99,99.99999999999991,1,2.348124340110557,0.26186554547632096,3,0
ms_garch,4.0,0.99,99.99999999999991,2,2.727589574927747,0.20692182418397168,4,0
ms_garch,4.0,0.99,99.99999999999991,3,2.15981455622273,0.060275208257976665,4,0
ms_garch,4.0,0.99,99.99999999999991,4,2.387246448211817,0.13365479765604973,4,0
ms_garch,4.0,0.99,99.99999999999991,5,1.979547319822164,0.34095298628163373,2,1
ms_garch,4.0,0.99,99.99999999999991,6,1.8876577616171268,0.24063370843624668,3,0
ms_garch,4.0,0.99,99.99999999999991,7,2.3864134825017826,0.32962097040100746,2,1
ms_garch,4.0,0.99,99.99999999999991,8,2.374125344245306,0.0003268648306589574,2,1
ms_garch,4.0,0.99,99.99999999999991,9,2.1627029861757645,0.35865459103990044,2,1
ms_garch,4.0,0.99,99.99999999999991,10,2.022065410104597,0.17536664712440916,4,0
ms_garch,4.0,0.99,99.99999999999991,11,2.097630476498676,0.20119925932809588,3,0
ms_garch,4.0,0.99,99.99999999999991,12,1.1885312285490384,-0.008858431745632485,2,1
ms_garch,4.0,0.99,99.99999999999991,13,2.30354809124861,0.35907203909214896,3,0
ms_garch,4.0,0.99,99.99999999999991,14,2.018920588445537,0.24624465644085325,3,0
ms_garch,4.0,0.99,99.99999999999991,15,2.2343120305775903,0.03631886388444043,2,1
ms_garch,4.0,0.99,99.99999999999991,16,2.069463529017855,0.26529067302911963,3,0
ms_garch,4.0,0.99,99.99999999999991,17,2.193412246714232,0.15951238250839805,3,0
ms_garch,4.0,0.99,99.99999999999991,18,1.7721460435433236,0.18838493517643026,2,1
ms_garch,4.0,0.99,99.99999999999991,19,1.7671767490882688,0.01807935404772619,3,0
ms_garch,6.0,0.9,10.000000000000002,0,1.2165590415324044,0.00036494247179144146,2,1
ms_garch,6.0,0.9,10.000000000000002,1,1.2613608912490373,-0.0007902790325081764,2,1
ms_garch,6.0,0.9,10.000000000000002,2,1.2530987589423779,0.0038679132301895113,2,1
ms_garch,6.0,0.9,10.000000000000002,3,1.3408219054336674,-0.002343711876126858,2,1
ms_garch,6.0,0.9,10.000000000000002,4,1.1774307265548667,-9.641736016425767e-05,2,1
ms_garch,6.0,0.9,10.000000000000002,5,1.1598630019428164,0.0030965235464945314,2,1
ms_garch,6.0,0.9,10.000000000000002,6,1.2479682045964497,-3.743148958324281e-05,2,1
ms_garch,6.0,0.9,10.000000000000002,7,1.368952411466749,-0.00046761859223083083,2,1
ms_garch,6.0,0.9,10.000000000000002,8,1.2027148163670565,-0.00010537072441000892,2,1
ms_garch,6.0,0.9,10.000000000000002,9,1.430497842489918,0.004216053906668745,3,0
ms_garch,6.0,0.9,10.000000000000002,10,1.2351146943595603,0.000579790483273033,2,1
ms_garch,6.0,0.9,10.000000000000002,11,1.280612896021463,-0.0015458475280399862,2,1
ms_garch,6.0,0.9,10.000000000000002,12,1.1975920529060449,0.005451749338821648,2,1
ms_garch,6.0,0.9,10.000000000000002,13,1.2213533360592452,0.0013065830722089015,2,1
ms_garch,6.0,0.9,10.000000000000002,14,1.3931854477279868,0.0015968634545546676,2,1
ms_garch,6.0,0.9,10.000000000000002,15,1.1550654613542009,0.0007949761933441341,2,1
ms_garch,6.0,0.9,10.000000000000002,16,1.194734703254139,-0.00017070613183855886,2,1
ms_garch,6.0,0.9,10.000000000000002,17,1.2041613825782687,0.0003534687702980945,2,1
ms_garch,6.0,0.9,10.000000000000002,18,1.1868105440362255,0.002744258707816773,2,1
ms_garch,6.0,0.9,10.000000000000002,19,1.313554484976136,0.007327915867020586,2,1
ms_garch,6.0,0.95,19.999999999999982,0,1.5857256869897964,0.02614725562079362,2,1
ms_garch,6.0,0.95,19.999999999999982,1,1.3924577011928387,0.011832228287959849,4,0
ms_garch,6.0,0.95,19.999999999999982,2,2.0037177009176816,0.0021875863112335685,2,1
ms_garch,6.0,0.95,19.999999999999982,3,1.3523143110796434,0.003479049481701255,2,1
ms_garch,6.0,0.95,19.999999999999982,4,1.3847729192314029,0.024897653337799364,3,0
ms_garch,6.0,0.95,19.999999999999982,5,1.4513107599717285,0.03587517541596834,2,1
ms_garch,6.0,0.95,19.999999999999982,6,1.5087259530910395,0.030223761214377212,3,0
ms_garch,6.0,0.95,19.999999999999982,7,1.4377279321957521,0.024519305619202847,2,1
ms_garch,6.0,0.95,19.999999999999982,8,1.2167174939024552,0.002333327272907313,2,1
ms_garch,6.0,0.95,19.999999999999982,9,1.2148787880846534,0.0007238504148569913,2,1
ms_garch,6.0,0.95,19.999999999999982,10,1.4894746651875888,0.006636767321841516,2,1
ms_garch,6.0,0.95,19.999999999999982,11,1.364624356507455,0.008593701478508608,2,1
ms_garch,6.0,0.95,19.999999999999982,12,1.409220596786783,0.0056034567610175195,2,1
ms_garch,6.0,0.95,19.999999999999982,13,1.1373670711931165,0.0002056274664404771,2,1
ms_garch,6.0,0.95,19.999999999999982,14,1.4926089699028675,0.026428676610936813,2,1
ms_garch,6.0,0.95,19.999999999999982,15,1.4300664158710186,0.024572144253498306,2,1
ms_garch,6.0,0.95,19.999999999999982,16,1.4357568475595484,0.05138057731175469,2,1
ms_garch,6.0,0.95,19.999999999999982,17,1.497800121470116,0.0562295471948746,2,1
ms_garch,6.0,0.95,19.999999999999982,18,1.4120759406784804,0.0014346268267998146,2,1
ms_garch,6.0,0.95,19.999999999999982,19,1.3115465599280425,0.011764324551308212,4,0
ms_garch,6.0,0.99,99.99999999999991,0,2.0307620081354534,0.08875758981855962,3,0
ms_garch,6.0,0.99,99.99999999999991,1,2.5702808307096037,0.3296083467299248,3,0
ms_garch,6.0,0.99,99.99999999999991,2,1.035913323601837,-0.0009305151051222994,2,1
ms_garch,6.0,0.99,99.99999999999991,3,2.2288977532709415,0.18207406939261844,4,0
ms_garch,6.0,0.99,99.99999999999991,4,2.260333023942137,0.2506186508497894,3,0
ms_garch,6.0,0.99,99.99999999999991,5,1.7247765158707218,0.338154979880066,4,0
ms_garch,6.0,0.99,99.99999999999991,6,2.4710086184110716,0.32796137088622374,3,0
ms_garch,6.0,0.99,99.99999999999991,7,2.7465846144675607,0.13989259189566844,3,0
ms_garch,6.0,0.99,99.99999999999991,8,2.2678210711035938,0.26281530550235593,4,0
ms_garch,6.0,0.99,99.99999999999991,9,3.4831727502255174,-0.0013994965441696372,2,1
ms_garch,6.0,0.99,99.99999999999991,10,1.6424408428094013,0.10328230277212351,4,0
ms_garch,6.0,0.99,99.99999999999991,11,2.3538069121194827,0.2623799347030654,3,0
ms_garch,6.0,0.99,99.99999999999991,12,2.7741947619971525,0.3543632537009682,4,0
ms_garch,6.0,0.99,99.99999999999991,13,2.6529095135381917,0.24479101708565096,3,0
ms_garch,6.0,0.99,99.99999999999991,14,1.7088624866821092,0.17312551362091963,3,0
ms_garch,6.0,0.99,99.99999999999991,15,2.6965012438009333,0.3338938925999679,2,1
ms_garch,6.0,0.99,99.99999999999991,16,2.715897469028156,0.28672885865473463,5,0
