rep,representation,sil_k,bic_k,gap_k,sil_ari,bic_ari,gap_ari,oracle_k_ari
8,rolling_abs_r,2,4,4,0.00244083487599373,0.02005008630441695,0.01667411394975205,0.007389226414155692
8,moments,2,6,6,-0.0031946515709723425,0.012167032512655558,0.009983790074172275,0.0035463344231207784
8,raw_returns,2,2,2,-0.011379100419712782,-0.011379100419712782,-0.011379100419712782,-0.016124695860313086
8,4d_vector,2,6,2,-0.0041516767553740775,0.021066694370241588,-0.0041516767553740775,0.0015913316225030642
8,log_rv_21,5,3,2,0.01885146807934999,0.019768960423208224,0.02733388957669279,0.02240270148282643
8,har_multiscale,2,5,2,0.024625735382725538,0.001455546391224253,0.024625735382725538,0.025266607314693778
8,ewma_vol,2,6,3,-0.00512322763343924,0.018929001967280566,0.021853932824080175,0.021853932824080175
9,rolling_abs_r,2,3,2,0.013640918563360518,0.019987304062223578,0.013640918563360518,0.01855620790629492
9,moments,2,6,2,0.00514181564397321,0.006427808203803923,0.00514181564397321,0.010682836751477095
9,raw_returns,3,6,2,0.04260935950398482,0.015549112818642451,-0.008908582917138396,0.04260935950398482
9,4d_vector,2,6,2,0.026775044431663102,0.024218985076556555,0.026775044431663102,0.02608926013398565
9,log_rv_21,2,2,2,0.011237020178271676,0.010024150932202849,0.011237020178271676,0.02025951509689422
9,har_multiscale,2,3,2,0.017486863091941626,0.0051228410913310395,0.017486863091941626,0.02479270209071509
9,ewma_vol,2,4,2,0.02477620841956027,0.025998352640493837,0.02477620841956027,0.015520207053997133
10,rolling_abs_r,2,5,2,-0.018073325914718632,0.020619714928180318,-0.018073325914718632,0.008514591814614746
10,moments,2,6,4,-0.0017405738968765076,-0.0006113999519404863,-0.003982663895861365,0.003489539765524587
10,raw_returns,2,2,2,-0.007814886278132474,-0.03112109015384388,-0.007814886278132474,-0.015317592411813746
10,4d_vector,2,6,5,-0.0019592290186097455,0.013317261662709256,0.0011292168318415845,-0.009759055558733756
10,log_rv_21,2,6,2,0.013674545573354442,0.013170879770492628,0.013674545573354442,0.014514750474012338
10,har_multiscale,2,4,3,0.017366148040386702,0.008533937799697975,0.007269133572225936,0.007269133572225936
10,ewma_vol,2,5,2,-0.01899620637298491,0.018488088658166806,-0.01899620637298491,0.01833414097894368
11,rolling_abs_r,2,2,2,0.004158992438998387,0.001969013657217065,0.004158992438998387,0.001503544464863391
11,moments,2,6,6,0.001487724276921433,0.0073664061306827466,0.006461181379564905,0.0013944691094040333
11,raw_returns,2,2,2,-0.005721569718876137,-0.0053767241706835795,-0.005721569718876137,0.004896000352808132
11,4d_vector,2,6,2,-0.005102525666262763,0.013774699335159669,-0.005102525666262763,0.0017526797883064711
11,log_rv_21,2,3,2,0.007852502668155334,0.013101071779213776,0.007852502668155334,0.019712251983497832
11,har_multiscale,2,5,4,0.009768091920385096,0.004626667377919276,0.008607312792502913,0.007908087654635425
11,ewma_vol,2,5,2,0.004558377603409679,0.0044195457996487435,0.004558377603409679,-0.00031427091867217887
12,rolling_abs_r,2,5,2,0.015529898156787219,0.017548657167952002,0.015529898156787219,0.029149523289212678
12,moments,2,6,2,0.002453017142558027,0.022234316403061928,0.002453017142558027,0.004795831557023495
12,raw_returns,2,4,2,0.0339872050435112,0.08368725662230814,0.0339872050435112,0.057205582506370256
12,4d_vector,2,6,4,0.01293548266725152,0.038980690463579236,0.036894845187687327,0.018578202963032715
12,log_rv_21,3,3,2,0.007521350530111906,0.005970243072650982,0.02258601116429009,0.007521350530111906
12,har_multiscale,2,3,2,0.02126056853988236,-0.0014974230270878186,0.02126056853988236,0.013040889540066049
12,ewma_vol,2,4,2,0.00862662073343766,0.012067390071241286,0.00862662073343766,0.018537297798685338
13,rolling_abs_r,2,4,2,-0.011062533443596239,-0.013091365150386964,-0.011062533443596239,-0.010989053237799352
13,moments,2,6,6,0.018277980308595836,0.007289615427347623,0.024182061824186033,0.012684199727188204
13,raw_returns,5,2,2,-0.022467549363821605,-0.004160132540473168,0.007587573848533388,-0.01641578384352862
13,4d_vector,2,6,2,-0.008109794918045896,0.0010067428120176566,-0.008109794918045896,-0.011174446347897866
13,log_rv_21,2,4,2,-0.0010361691126529104,-0.004246724391285441,-0.0010361691126529104,0.0009674584366257957
13,har_multiscale,2,3,3,0.0007948327598706174,0.00413374518402775,0.004425086636218738,0.004425086636218738
13,ewma_vol,2,6,2,-0.006784036585659869,-0.0036528959714775306,-0.006784036585659869,-0.010297434630348873
14,rolling_abs_r,2,5,2,0.0008595696556160898,0.009082096902057224,0.0008595696556160898,0.010752020128660283
14,moments,2,6,6,0.0035355586076174085,0.006095393336384579,0.005045960416649157,0.00316366909002423
14,raw_returns,2,4,2,0.0011540803466489188,0.006595090724158971,0.0011540803466489188,0.03664652165151977
14,4d_vector,2,6,5,4.500384456252751e-06,0.015964540511999033,0.003456540732091303,0.002319505854419914
14,log_rv_21,2,3,2,0.013335310893623603,0.006930048042594634,0.013335310893623603,0.012862681762595297
14,har_multiscale,2,4,3,0.022454485033950308,0.0012039072643136414,0.010786970338337634,0.010786970338337634
14,ewma_vol,2,5,2,0.0010607202283185319,0.01836316976543096,0.0010607202283185319,0.011443272986098043
15,rolling_abs_r,2,4,2,0.011038986029420588,0.02727221643857222,0.011038986029420588,0.024172180549253477
15,moments,2,6,6,0.0001826437758430029,0.010035788935815599,0.006292665511413285,0.0032538503356954068
15,raw_returns,2,4,2,-0.0027222585505927844,0.0032922446229011063,-0.0027222585505927844,-0.008313446949215752
15,4d_vector,2,6,2,0.0010000145361094654,0.03932313560587504,0.0010000145361094654,0.013726648176085671
15,log_rv_21,2,2,2,0.020683069894744475,0.014768754969207291,0.020683069894744475,0.044224505003523734
15,har_multiscale,2,4,2,0.03712904008131643,0.004696138482409831,0.03712904008131643,0.030215411263239938
15,ewma_vol,2,3,2,0.022732719686148956,0.012090595917827558,0.022732719686148956,0.006284327995749112
16,rolling_abs_r,2,4,2,0.03348722776479845,0.01878647909679055,0.03348722776479845,0.016504640772933142
16,moments,2,6,2,-0.0007778107668155934,0.017617603505359406,-0.0007778107668155934,0.002877368861112049
16,raw_returns,2,6,2,0.02033950214584495,-0.00019662942322865514,0.02033950214584495,0.021640722962273633
16,4d_vector,2,6,2,0.02559496601036015,0.020318308394685406,0.02559496601036015,0.02553129697536171
16,log_rv_21,5,3,2,0.011486075210251278,0.016198605575176984,0.015947530087793246,0.01874359039918594
16,har_multiscale,2,3,2,0.020646920183163556,0.008170649639799374,0.020646920183163556,0.018187216363567196
16,ewma_vol,2,2,2,0.03116951929148444,0.03230936556508029,0.03116951929148444,0.024788695002785254
17,rolling_abs_r,2,3,2,0.05915250722356873,0.08051206062163854,0.05915250722356873,0.07994811878845336
17,moments,2,6,2,-0.0005216116687427316,0.0488671904330326,-0.0005216116687427316,0.0014832173638818207
17,raw_returns,3,3,2,0.0149586435230078,0.00996272201723377,0.007671713703699006,0.0149586435230078
17,4d_vector,2,6,2,0.028938956962864148,0.051905798016265325,0.028938956962864148,0.04758407622484312
17,log_rv_21,2,2,2,0.08608723257143773,0.08386887835987088,0.08608723257143773,0.0479552569617675
17,har_multiscale,2,3,3,0.09846723023249285,0.0018393083468461978,0.061697878289288834,0.061697878289288834
17,ewma_vol,2,2,2,0.05811570495572625,0.04359647608681036,0.05811570495572625,0.08621420961081312
18,rolling_abs_r,3,4,4,0.03088105605971081,0.03013741593007335,0.028615372872719345,0.03088105605971081
18,moments,2,6,4,-0.001145430480801774,0.002742918775425282,0.006378754276350863,-0.0005737898430837333
18,raw_returns,2,2,2,-0.002074114062067153,-0.002074114062067153,-0.002074114062067153,-0.006814735813586344
18,4d_vector,2,6,3,0.0025972147583006493,0.026646117027402764,0.005035633329768112,0.005035633329768112
18,log_rv_21,5,5,2,0.018194714483599758,0.01872654132776671,0.028541106467756924,0.01997565532074275
18,har_multiscale,2,3,2,0.038060318810815716,0.003066368599829156,0.038060318810815716,0.03456574269361443
18,ewma_vol,3,4,4,0.02237176002422177,0.028590939001278196,0.029295157332121582,0.02237176002422177
19,rolling_abs_r,2,4,2,-0.0023762993578728513,0.02623788652686738,-0.0023762993578728513,0.024283553705628368
19,moments,2,6,6,0.002619355489642814,0.0017018874868120848,0.002550728794336715,0.006205309980497961
19,raw_returns,3,3,2,0.0029894733804837577,0.012253548253885417,0.056613360221660664,0.0029894733804837577
19,4d_vector,2,6,2,-0.0015185003194338293,0.021551163521219902,-0.0015185003194338293,-0.003326271702952049
19,log_rv_21,3,2,2,0.0190976370811929,0.004544379901448041,0.013823838246055035,0.0190976370811929
19,har_multiscale,2,5,4,0.023956262353198966,0.0008721625976751866,0.013830363189396186,0.009255390792167762
19,ewma_vol,2,3,2,0.008912040595971294,0.031150657459911378,0.008912040595971294,0.032541819425586094
20,rolling_abs_r,2,5,2,0.020130857029311784,0.019564629418508752,0.020130857029311784,0.02752746262069525
20,moments,2,6,2,0.0022309729579947594,0.009272526685316316,0.0022309729579947594,0.0014963809916836456
20,raw_returns,2,5,2,-0.0027741635128326523,-0.0027832892290560163,-0.0027741635128326523,0.004459924253617468
20,4d_vector,2,6,2,0.006597156138178016,0.01604248807828756,0.006597156138178016,0.009494727506399582
20,log_rv_21,2,2,2,0.03015677066553961,0.026293692161468863,0.03015677066553961,0.018494290708487317
20,har_multiscale,2,5,2,0.023168534004379945,0.005907654789782975,0.023168534004379945,0.01819793377889635
20,ewma_vol,3,5,2,0.03247466513693152,0.015227296087654479,0.016685361408317254,0.03247466513693152
21,rolling_abs_r,2,3,2,0.014957367746754695,0.0752267401046399,0.014957367746754695,0.07659428404368593
21,moments,2,6,2,-0.0032207628150963006,0.017389698211473504,-0.0032207628150963006,0.004884582034744547
21,raw_returns,3,5,2,0.08793235275457195,0.0013839852445007301,0.039848649819137674,0.08793235275457195
21,4d_vector,2,5,2,-0.0015018315455532197,0.08082711207636042,-0.0015018315455532197,0.010946151520262645
21,log_rv_21,4,3,2,0.06579500616644936,0.07504486895477983,0.08716414711764747,0.07701990707506869
21,har_multiscale,2,3,2,0.08045379141791612,-0.00015608223270356257,0.08045379141791612,0.05599768881778408
21,ewma_vol,2,3,2,0.02358616434388213,0.059882331136683245,0.02358616434388213,0.06416704224767132
22,rolling_abs_r,2,6,2,0.013048799271798674,0.013748216119489872,0.013048799271798674,0.020187550326800464
22,moments,2,6,2,0.0014848636260337091,0.013536183307936791,0.0014848636260337091,0.0050100224381730805
22,raw_returns,5,2,2,0.003672515973840732,-0.003773323766476422,0.0038754248489464714,0.022671027113281905
22,4d_vector,2,5,2,-0.0017942454930273966,0.031595169968887234,-0.0017942454930273966,0.017958229655451907
22,log_rv_21,5,6,2,0.02237272470068034,0.017760664299350717,0.018282737088613814,0.00886672756462975
22,har_multiscale,2,5,4,0.034280232528787785,-0.0005045570247979718,0.013393626706782902,0.01302066523752892
22,ewma_vol,2,3,2,0.011840542620905992,0.030342742332241015,0.011840542620905992,0.030032848978690713
23,rolling_abs_r,2,3,2,-0.002742634783017013,-0.0034346776228573925,-0.002742634783017013,0.0006066103939538761
23,moments,2,6,6,-0.0034643406611467417,0.00851232122977807,0.0007789129324760512,0.0027918525527324198
23,raw_returns,2,2,2,-0.0015806122639726332,0.0028169382542443415,-0.0015806122639726332,-0.011101991032881812
23,4d_vector,2,6,3,-0.004828796242714305,0.009911804471196453,-0.004415611524242422,-0.004415611524242422
23,log_rv_21,2,3,2,0.0017798030728247833,0.009063684847663043,0.0017798030728247833,0.014236019599809841
23,har_multiscale,2,3,4,0.013646670803872513,-0.0017557313818011115,0.0127955695433705,0.011165136144019316
23,ewma_vol,2,3,2,-0.0035979556415296375,-0.0007698183628131654,-0.0035979556415296375,-6.188047606067284e-05
24,rolling_abs_r,2,4,2,0.021689617071281576,0.020116255837918606,0.021689617071281576,0.025084185006426042
24,moments,2,5,2,-0.0012167719133243332,0.015416653578406216,-0.0012167719133243332,0.006837935667939224
24,raw_returns,2,2,2,0.046283500711474156,0.0073636080842268145,0.046283500711474156,-0.013214877085721563
24,4d_vector,2,6,2,0.0056162735705647384,0.03091376892600669,0.0056162735705647384,0.025705323007331634
24,log_rv_21,3,3,2,0.015475734238707526,0.01467180210225746,0.02109143586798857,0.015475734238707526
24,har_multiscale,2,4,4,0.022153499033871957,0.005182075890443829,0.016738316416452483,0.015863103081729456
24,ewma_vol,2,5,2,0.029946095030414042,0.018724297153849146,0.029946095030414042,0.03706164120038897
25,rolling_abs_r,2,4,2,0.007668923430897053,0.01798200690239797,0.007668923430897053,0.022555470894816177
25,moments,2,5,6,0.008638837490258818,0.02167535037403716,0.015466939049932661,0.014523356807995548
25,raw_returns,3,2,3,0.052012177702498254,0.05269609106307829,0.052012177702498254,0.052012177702498254
25,4d_vector,2,6,3,0.0009284961666798981,0.023677772327131606,0.006346048232904237,0.006346048232904237
25,log_rv_21,2,5,2,0.0184750100013415,0.01649628039609571,0.0184750100013415,0.02145236342507357
25,har_multiscale,2,3,2,0.01749574306246402,0.0012743141696680777,0.01749574306246402,0.01236856336352136
25,ewma_vol,2,4,2,0.023787574631327635,0.04464078701718348,0.023787574631327635,0.044980360514244505
26,rolling_abs_r,2,2,2,-0.007060760716183257,-0.008844073414200945,-0.007060760716183257,0.004531739583219622
26,moments,2,6,2,-0.0041569368562530025,0.00860931480212538,-0.0041569368562530025,0.0006838017199908654
26,raw_returns,4,4,2,-0.0027175854996842864,-0.008397725976222542,0.024443630956649066,0.007660039976421619
26,4d_vector,2,6,2,-0.008056946756964351,0.017180977524358532,-0.008056946756964351,-0.0026666873062113376
26,log_rv_21,5,5,2,0.022885304635226773,0.023279869464870317,0.010877500643798716,0.02216016157503653
26,har_multiscale,2,5,4,0.04093875358017729,0.013740528034959008,0.026453253067306014,0.02193165131712581
26,ewma_vol,2,2,2,-0.005794593269378978,-0.005633480310815841,-0.005794593269378978,0.009098943585655436
27,rolling_abs_r,2,5,2,0.009874499139304958,0.010923536263860537,0.009874499139304958,0.018697376784513955
27,moments,2,6,6,0.004834833318230873,0.009632683092503244,0.007149644231587443,0.0036207645422433638
27,raw_returns,3,2,2,0.010604917186320848,-0.00013469827586206896,0.012699005720368105,0.010604917186320848
27,4d_vector,2,6,3,0.00047607213746336726,0.01737585885156001,0.008354594827557432,0.008354594827557432
27,log_rv_21,2,2,2,0.022244441407454643,0.022222367142623295,0.022244441407454643,0.009099823559075234
27,har_multiscale,2,3,4,0.029008469562716147,-0.0006270938763242605,0.015153745808434278,0.015370726293646402
27,ewma_vol,2,3,2,0.004982291175726165,0.009587147241876454,0.004982291175726165,0.010139316208005107
28,rolling_abs_r,2,4,2,0.014448832155060048,0.02638518030264428,0.014448832155060048,0.028943981774357495
28,moments,2,6,6,0.0007203829477795197,0.009731497231868148,0.006073998684927132,-0.0004498506855440412
28,raw_returns,5,2,2,0.03993884994060653,0.012290364549159584,0.007680303540283345,0.012317724843764151
28,4d_vector,2,6,3,0.00029800005978212845,0.023414914554969257,0.020811885627443655,0.020811885627443655
28,log_rv_21,2,4,2,0.05009256608990501,0.02586914254427532,0.05009256608990501,0.029611427845470023
28,har_multiscale,2,3,4,0.05625729841171617,0.0020577013116111218,0.034920737200600245,0.04064296914197962
28,ewma_vol,2,4,2,0.024532776628884347,0.030531856194131554,0.024532776628884347,0.027037046049306672
29,rolling_abs_r,2,3,2,-0.0006087879492227601,9.588065246943677e-05,-0.0006087879492227601,0.0004247104425609189
29,moments,2,6,5,0.00021397486358413806,0.014403835286434937,0.01098926262983069,0.008160369038877891
29,raw_returns,2,4,2,-0.0006218870630683123,-0.003309345239521516,-0.0006218870630683123,-0.013109578074514296
29,4d_vector,2,6,3,0.0008102654286555357,0.009814441923999695,0.00255143868465377,0.00255143868465377
29,log_rv_21,2,6,2,0.0015707307808108886,0.008648613967900426,0.0015707307808108886,0.0034936979510877928
29,har_multiscale,2,3,3,0.005355435050144779,-0.00018218773855909284,0.007146595304603417,0.007146595304603417
29,ewma_vol,2,3,2,0.0015451163093615587,0.0059006300377416184,0.0015451163093615587,0.00533836223438869
