Generator,True_k,Persistence,Mean_Regime_Duration,Replication,Feature,ARI_KMeans_oracle_k,ARI_GMM_oracle_k
ms_garch,2,0.9,10.000000000000002,5,roll_abs_r_21,0.0008720393523317416,0.0019113437788757025
ms_garch,2,0.9,10.000000000000002,5,roll_abs_r_matched,0.002471655372838964,0.0021866892725966552
ms_garch,2,0.9,10.000000000000002,6,sigma_true,0.01913731437103493,0.005186076022020314
ms_garch,2,0.9,10.000000000000002,6,sigma_log,0.0839167985211374,0.07467124261187076
ms_garch,2,0.9,10.000000000000002,6,roll_sigma_21,0.0003661354874408537,0.000725337486331645
ms_garch,2,0.9,10.000000000000002,6,roll_abs_r_21,0.0002663167461562316,0.0006790530533684148
ms_garch,2,0.9,10.000000000000002,6,roll_abs_r_matched,0.0022607177334499767,0.0019683945286987662
ms_garch,2,0.9,10.000000000000002,7,sigma_true,0.013948287879125214,0.004700237609167196
ms_garch,2,0.9,10.000000000000002,7,sigma_log,0.07956590551094353,0.04442333463418612
ms_garch,2,0.9,10.000000000000002,7,roll_sigma_21,0.0011190002210596315,0.0005504770286330098
ms_garch,2,0.9,10.000000000000002,7,roll_abs_r_21,0.000292023963891997,-0.00012859946850327946
ms_garch,2,0.9,10.000000000000002,7,roll_abs_r_matched,0.006170558515000342,0.004411421911039854
ms_garch,2,0.9,10.000000000000002,8,sigma_true,0.024394519908735326,0.00416631250912284
ms_garch,2,0.9,10.000000000000002,8,sigma_log,0.08601816144564234,0.08578339410654094
ms_garch,2,0.9,10.000000000000002,8,roll_sigma_21,0.0029833326155298033,-9.152270160345076e-05
ms_garch,2,0.9,10.000000000000002,8,roll_abs_r_21,0.0029395523767030405,0.0008568048896176837
ms_garch,2,0.9,10.000000000000002,8,roll_abs_r_matched,0.005105017717363104,0.0015050392221458277
ms_garch,2,0.9,10.000000000000002,9,sigma_true,0.011105632347440516,0.005017795221788428
ms_garch,2,0.9,10.000000000000002,9,sigma_log,0.07664151167666568,0.005697812474138358
ms_garch,2,0.9,10.000000000000002,9,roll_sigma_21,0.004081746854520249,0.001193765073626194
ms_garch,2,0.9,10.000000000000002,9,roll_abs_r_21,0.0026083716512726417,0.0015347948305530635
ms_garch,2,0.9,10.000000000000002,9,roll_abs_r_matched,0.0030397608135947158,0.0019271915619361358
ms_garch,2,0.9,10.000000000000002,10,sigma_true,0.018632493421921803,-0.0007222707445622642
ms_garch,2,0.9,10.000000000000002,10,sigma_log,0.13198528148368674,0.11695098774731853
ms_garch,2,0.9,10.000000000000002,10,roll_sigma_21,0.0013863974344918788,0.00039261130097468925
ms_garch,2,0.9,10.000000000000002,10,roll_abs_r_21,-0.0006255595264547489,-2.3213512220279314e-05
ms_garch,2,0.9,10.000000000000002,10,roll_abs_r_matched,0.0018909017816640917,-0.0008638708848559453
ms_garch,2,0.9,10.000000000000002,11,sigma_true,0.00342206969938223,0.001380488294469889
ms_garch,2,0.9,10.000000000000002,11,sigma_log,0.06637845267388254,0.0030545099947158817
ms_garch,2,0.9,10.000000000000002,11,roll_sigma_21,0.0005200942806629871,0.00025614347531719876
ms_garch,2,0.9,10.000000000000002,11,roll_abs_r_21,-6.042741994504828e-05,0.00039215727117175255
ms_garch,2,0.9,10.000000000000002,11,roll_abs_r_matched,0.0019205261672983506,0.00144225008124081
ms_garch,2,0.9,10.000000000000002,12,sigma_true,0.00243695468797089,0.001553890204423543
ms_garch,2,0.9,10.000000000000002,12,sigma_log,0.062108394095070296,0.003703567641796799
ms_garch,2,0.9,10.000000000000002,12,roll_sigma_21,-0.0003003303688472309,-0.00033766269152361525
ms_garch,2,0.9,10.000000000000002,12,roll_abs_r_21,-0.0001111584409098253,-5.824008603398682e-05
ms_garch,2,0.9,10.000000000000002,12,roll_abs_r_matched,0.001001588642369161,0.0005891407791102033
ms_garch,2,0.9,10.000000000000002,13,sigma_true,0.017854174626802794,0.004030746977341544
ms_garch,2,0.9,10.000000000000002,13,sigma_log,0.09126352150092823,0.09102247619299389
ms_garch,2,0.9,10.000000000000002,13,roll_sigma_21,0.0030624964069645086,0.0012405909895666222
ms_garch,2,0.9,10.000000000000002,13,roll_abs_r_21,0.00566246741135693,0.0011277220230857278
ms_garch,2,0.9,10.000000000000002,13,roll_abs_r_matched,0.0030348565622519076,0.002109313176810087
ms_garch,2,0.9,10.000000000000002,14,sigma_true,0.06364460155109776,0.01569053422835788
ms_garch,2,0.9,10.000000000000002,14,sigma_log,0.13406096573442342,0.1333783940077447
ms_garch,2,0.9,10.000000000000002,14,roll_sigma_21,0.007385956252057141,0.0029214595489397144
ms_garch,2,0.9,10.000000000000002,14,roll_abs_r_21,0.0008973587809845712,8.628119459952037e-05
ms_garch,2,0.9,10.000000000000002,14,roll_abs_r_matched,0.005736471645714634,0.0031336697173484605
ms_garch,2,0.9,10.000000000000002,15,sigma_true,0.030244148659714726,0.004753571939389075
ms_garch,2,0.9,10.000000000000002,15,sigma_log,0.11487959992797228,0.10635895083602935
ms_garch,2,0.9,10.000000000000002,15,roll_sigma_21,0.004886100151391863,0.0006728304996047889
ms_garch,2,0.9,10.000000000000002,15,roll_abs_r_21,0.0007078499368021782,0.00032613406276822454
ms_garch,2,0.9,10.000000000000002,15,roll_abs_r_matched,0.005483471013827561,0.00288628107768119
ms_garch,2,0.9,10.000000000000002,16,sigma_true,0.025309012584621943,0.00990980483367666
ms_garch,2,0.9,10.000000000000002,16,sigma_log,0.12541206454433368,0.12623878972454047
ms_garch,2,0.9,10.000000000000002,16,roll_sigma_21,0.007691237521978962,0.0037215781253362597
ms_garch,2,0.9,10.000000000000002,16,roll_abs_r_21,0.0026095774583086936,0.0035277021904870035
ms_garch,2,0.9,10.000000000000002,16,roll_abs_r_matched,0.007623686621478834,0.007191697238415121
ms_garch,2,0.9,10.000000000000002,17,sigma_true,0.0393834639560094,0.019966810168126473
ms_garch,2,0.9,10.000000000000002,17,sigma_log,0.12796775797967172,0.11992152264236816
ms_garch,2,0.9,10.000000000000002,17,roll_sigma_21,0.006546502435587904,0.004450324468305493
ms_garch,2,0.9,10.000000000000002,17,roll_abs_r_21,0.008034697751599764,0.008172872986926023
ms_garch,2,0.9,10.000000000000002,17,roll_abs_r_matched,0.017765267300982414,0.018432583067217068
ms_garch,2,0.9,10.000000000000002,18,sigma_true,0.021149592626758185,0.002397746891313594
ms_garch,2,0.9,10.000000000000002,18,sigma_log,0.07732433983268373,0.08674840687391998
ms_garch,2,0.9,10.000000000000002,18,roll_sigma_21,0.0009638254565523046,-7.261108618295674e-05
ms_garch,2,0.9,10.000000000000002,18,roll_abs_r_21,1.8511236043200152e-06,-0.0001271531419003396
ms_garch,2,0.9,10.000000000000002,18,roll_abs_r_matched,0.0011948799425222489,0.0008753745978367941
ms_garch,2,0.9,10.000000000000002,19,sigma_true,-0.0008654033926362283,-0.001261619907583528
ms_garch,2,0.9,10.000000000000002,19,sigma_log,0.03663446980452674,-0.00024827079792403076
ms_garch,2,0.9,10.000000000000002,19,roll_sigma_21,-0.0008005049691658721,-0.0010907409017583863
ms_garch,2,0.9,10.000000000000002,19,roll_abs_r_21,-0.0006777583539954207,-0.0006721977900806054
ms_garch,2,0.9,10.000000000000002,19,roll_abs_r_matched,0.0003491462891464323,0.00014444506493968196
ms_garch,2,0.95,19.999999999999982,0,sigma_true,0.0025114834344444736,-0.0014280134135720701
ms_garch,2,0.95,19.999999999999982,0,sigma_log,0.18296590356111528,0.15226442170231771
ms_garch,2,0.95,19.999999999999982,0,roll_sigma_21,0.000469048356772864,0.010196289580207785
ms_garch,2,0.95,19.999999999999982,0,roll_abs_r_21,0.00210135080840166,0.004247586906247076
ms_garch,2,0.95,19.999999999999982,0,roll_abs_r_matched,0.0009684195379430537,0.004716993251759073
ms_garch,2,0.95,19.999999999999982,1,sigma_true,0.03417797060318842,0.008601676075350813
ms_garch,2,0.95,19.999999999999982,1,sigma_log,0.18289701549133325,0.12020882808576704
ms_garch,2,0.95,19.999999999999982,1,roll_sigma_21,0.003982277532151716,0.0018967545672075694
ms_garch,2,0.95,19.999999999999982,1,roll_abs_r_21,0.0050928001197801135,0.002702035508573537
ms_garch,2,0.95,19.999999999999982,1,roll_abs_r_matched,0.005281695250964459,0.003208165037202109
ms_garch,2,0.95,19.999999999999982,2,sigma_true,-0.0013859517445019285,-0.00025437516028365277
ms_garch,2,0.95,19.999999999999982,2,sigma_log,0.25378550379705916,0.21031271175416025
ms_garch,2,0.95,19.999999999999982,2,roll_sigma_21,0.001721067472701286,0.0020188368879924122
ms_garch,2,0.95,19.999999999999982,2,roll_abs_r_21,2.6028826306407818e-05,0.0015553026660628856
ms_garch,2,0.95,19.999999999999982,2,roll_abs_r_matched,0.00041387308097594984,0.001535388362677125
ms_garch,2,0.95,19.999999999999982,3,sigma_true,-0.0023175466565079133,-0.0034050638378484853
ms_garch,2,0.95,19.999999999999982,3,sigma_log,0.27142580601067334,0.07496234782498337
ms_garch,2,0.95,19.999999999999982,3,roll_sigma_21,-0.002165891940458654,-0.0029737761769784267
ms_garch,2,0.95,19.999999999999982,3,roll_abs_r_21,-0.0018472077956445585,-0.0033716535394494518
ms_garch,2,0.95,19.999999999999982,3,roll_abs_r_matched,-0.001805930821618998,-0.0025895612408766877
ms_garch,2,0.95,19.999999999999982,4,sigma_true,0.022661737692997636,0.007963908386872543
ms_garch,2,0.95,19.999999999999982,4,sigma_log,0.166296524469099,0.15286470267152025
ms_garch,2,0.95,19.999999999999982,4,roll_sigma_21,0.007333803684976013,0.0026674642575255695
ms_garch,2,0.95,19.999999999999982,4,roll_abs_r_21,0.0026275201341438266,0.0026270920215604697
ms_garch,2,0.95,19.999999999999982,4,roll_abs_r_matched,0.0027564815590460827,0.0028436846570641496
ms_garch,2,0.95,19.999999999999982,5,sigma_true,0.019933815413734988,0.004139594418303482
ms_garch,2,0.95,19.999999999999982,5,sigma_log,0.2177413811705707,0.1836892455364607
ms_garch,2,0.95,19.999999999999982,5,roll_sigma_21,0.0016977023832870112,8.349997079258495e-05
ms_garch,2,0.95,19.999999999999982,5,roll_abs_r_21,0.0002062833803207531,3.304759535389128e-05
ms_garch,2,0.95,19.999999999999982,5,roll_abs_r_matched,0.00029724513790678215,0.00025386454016560996
ms_garch,2,0.95,19.999999999999982,6,sigma_true,0.026289954555050787,-0.0015583143096621914
ms_garch,2,0.95,19.999999999999982,6,sigma_log,0.16312984705337724,0.15053943462806454
ms_garch,2,0.95,19.999999999999982,6,roll_sigma_21,0.012164971459561674,0.00013201689206817372
ms_garch,2,0.95,19.999999999999982,6,roll_abs_r_21,-0.000558188117963095,0.0004471680984960363
ms_garch,2,0.95,19.999999999999982,6,roll_abs_r_matched,-0.0006028159540826129,0.00020391546990446494
ms_garch,2,0.95,19.999999999999982,7,sigma_true,0.1231487118270627,0.06586602192609878
ms_garch,2,0.95,19.999999999999982,7,sigma_log,0.20087564801133456,0.16168132744733404
ms_garch,2,0.95,19.999999999999982,7,roll_sigma_21,0.027890949504942614,0.028694921291113073
ms_garch,2,0.95,19.999999999999982,7,roll_abs_r_21,0.011940648883272321,0.011193690722536377
ms_garch,2,0.95,19.999999999999982,7,roll_abs_r_matched,0.012204254155548735,0.010852060668899868
ms_garch,2,0.95,19.999999999999982,8,sigma_true,0.0003645925423807584,0.00019249394306407642
ms_garch,2,0.95,19.999999999999982,8,sigma_log,0.20953743182769852,0.0
ms_garch,2,0.95,19.999999999999982,8,roll_sigma_21,-0.0009041413937696054,-0.0008800815457668354
ms_garch,2,0.95,19.999999999999982,8,roll_abs_r_21,-0.0006645826570647978,-0.0003455469971022238
ms_garch,2,0.95,19.999999999999982,8,roll_abs_r_matched,-0.0005572969884445485,-0.0001008401081259083
ms_garch,2,0.95,19.999999999999982,9,sigma_true,0.0030725098782518863,0.0023645669374115098
ms_garch,2,0.95,19.999999999999982,9,sigma_log,0.2206903760184218,0.11098465600310897
ms_garch,2,0.95,19.999999999999982,9,roll_sigma_21,0.0012083208645258124,0.0009386658084813156
ms_garch,2,0.95,19.999999999999982,9,roll_abs_r_21,0.0021325879058715727,0.0021325879058715727
ms_garch,2,0.95,19.999999999999982,9,roll_abs_r_matched,0.0022695603163096377,0.002222941888235057
ms_garch,2,0.95,19.999999999999982,10,sigma_true,0.003736524673710799,-0.003323727755485279
ms_garch,2,0.95,19.999999999999982,10,sigma_log,0.1037636109773791,0.10350389300400956
ms_garch,2,0.95,19.999999999999982,10,roll_sigma_21,-0.0014000894222195258,8.60005563288442e-05
ms_garch,2,0.95,19.999999999999982,10,roll_abs_r_21,-0.0017723134319508902,-0.0009656334641255753
ms_garch,2,0.95,19.999999999999982,10,roll_abs_r_matched,-0.0020820446204356546,-0.001618447879115645
ms_garch,2,0.95,19.999999999999982,11,sigma_true,0.011194683016225955,-0.003165238958898238
ms_garch,2,0.95,19.999999999999982,11,sigma_log,0.2346742239553975,0.19405211958310156
ms_garch,2,0.95,19.999999999999982,11,roll_sigma_21,0.004586193797087296,-0.003876917423380453
ms_garch,2,0.95,19.999999999999982,11,roll_abs_r_21,-0.0016998684836072827,-0.0031808608345071437
ms_garch,2,0.95,19.999999999999982,11,roll_abs_r_matched,-0.0014015285736004612,-0.0031052743922507465
ms_garch,2,0.95,19.999999999999982,12,sigma_true,0.08231507283880894,0.02179152214435061
ms_garch,2,0.95,19.999999999999982,12,sigma_log,0.16079553335674546,0.17224118885346026
ms_garch,2,0.95,19.999999999999982,12,roll_sigma_21,0.02219093896998735,0.015754527276119094
ms_garch,2,0.95,19.999999999999982,12,roll_abs_r_21,0.003095278028489763,0.003907802698371319
ms_garch,2,0.95,19.999999999999982,12,roll_abs_r_matched,0.0020140687085703707,0.00336466015393939
ms_garch,2,0.95,19.999999999999982,13,sigma_true,-0.0001455243872265585,-0.00010984152571457941
ms_garch,2,0.95,19.999999999999982,13,sigma_log,0.14820865182170354,0.02145012596032728
ms_garch,2,0.95,19.999999999999982,13,roll_sigma_21,-0.00025505281270113975,0.00029701117742077156
ms_garch,2,0.95,19.999999999999982,13,roll_abs_r_21,-0.00021426931661280355,0.000642959751898049
ms_garch,2,0.95,19.999999999999982,13,roll_abs_r_matched,-0.00021174541948181365,0.0002840480736695748
ms_garch,2,0.95,19.999999999999982,14,sigma_true,0.10787236621367298,0.015870004966731237
ms_garch,2,0.95,19.999999999999982,14,sigma_log,0.22110457095753316,0.19159555564984782
ms_garch,2,0.95,19.999999999999982,14,roll_sigma_21,0.025902887237043624,0.014951100046249109
ms_garch,2,0.95,19.999999999999982,14,roll_abs_r_21,0.005450240932892407,0.005452212572312084
ms_garch,2,0.95,19.999999999999982,14,roll_abs_r_matched,0.0053720958225245505,0.0050202977066017155
ms_garch,2,0.95,19.999999999999982,15,sigma_true,0.08338159099783556,0.03142934374658279
ms_garch,2,0.95,19.999999999999982,15,sigma_log,0.21920763329176296,0.17539135623164157
ms_garch,2,0.95,19.999999999999982,15,roll_sigma_21,0.010351755067157945,0.005290329056177453
ms_garch,2,0.95,19.999999999999982,15,roll_abs_r_21,0.004917939813903353,0.005375768066202757
ms_garch,2,0.95,19.999999999999982,15,roll_abs_r_matched,0.006585806187686647,0.00654718015519549
ms_garch,2,0.95,19.999999999999982,16,sigma_true,0.0278211468725244,0.001402109082425833
ms_garch,2,0.95,19.999999999999982,16,sigma_log,0.22446661704680396,0.15933562600152978
ms_garch,2,0.95,19.999999999999982,16,roll_sigma_21,0.0015216399100449504,-0.000609076018830391
ms_garch,2,0.95,19.999999999999982,16,roll_abs_r_21,-0.00020169889584130017,-0.0005976466675015366
ms_garch,2,0.95,19.999999999999982,16,roll_abs_r_matched,-0.0001897667802362818,-0.0006052231698662086
ms_garch,2,0.95,19.999999999999982,17,sigma_true,0.09703721652979029,0.04150648877540853
ms_garch,2,0.95,19.999999999999982,17,sigma_log,0.17942877760767237,0.13739584769326638
ms_garch,2,0.95,19.999999999999982,17,roll_sigma_21,0.022011800649100955,0.015845590290451274
ms_garch,2,0.95,19.999999999999982,17,roll_abs_r_21,0.005836401834684002,0.003258273187433076
ms_garch,2,0.95,19.999999999999982,17,roll_abs_r_matched,0.0059895530158678295,0.004586409718035948
ms_garch,2,0.95,19.999999999999982,18,sigma_true,0.020259596364935583,0.004495983041453592
ms_garch,2,0.95,19.999999999999982,18,sigma_log,0.19449387607416022,0.20017217578625135
ms_garch,2,0.95,19.999999999999982,18,roll_sigma_21,0.00943265234519902,0.001411029123628719
ms_garch,2,0.95,19.999999999999982,18,roll_abs_r_21,0.004167890753134307,0.0025712233869139693
ms_garch,2,0.95,19.999999999999982,18,roll_abs_r_matched,0.004439540204192496,0.0025301839749544163
ms_garch,2,0.95,19.999999999999982,19,sigma_true,0.04403593203481056,0.004225760443319105
ms_garch,2,0.95,19.999999999999982,19,sigma_log,0.24741513691148725,0.18733319206666593
ms_garch,2,0.95,19.999999999999982,19,roll_sigma_21,0.028359357742707255,0.002937596202706273
ms_garch,2,0.95,19.999999999999982,19,roll_abs_r_21,0.009360992495968152,0.0022162594331626225
ms_garch,2,0.95,19.999999999999982,19,roll_abs_r_matched,0.009176184666126911,0.0018877131699144836
ms_garch,2,0.99,99.99999999999991,0,sigma_true,0.5210141863019965,0.30906779096843745
ms_garch,2,0.99,99.99999999999991,0,sigma_log,0.5323366486200065,0.4092036479546463
ms_garch,2,0.99,99.99999999999991,0,roll_sigma_21,0.3895704846534939,0.24198745625483584
ms_garch,2,0.99,99.99999999999991,0,roll_abs_r_21,0.01792716204507104,-0.01350240882956446
ms_garch,2,0.99,99.99999999999991,0,roll_abs_r_matched,0.02415618359796461,0.006329406711854894
ms_garch,2,0.99,99.99999999999991,1,sigma_true,0.608709679203659,0.3605970151578435
ms_garch,2,0.99,99.99999999999991,1,sigma_log,0.5594179628459556,0.3867179380944472
ms_garch,2,0.99,99.99999999999991,1,roll_sigma_21,0.4049336785004027,0.2726520236817001
ms_garch,2,0.99,99.99999999999991,1,roll_abs_r_21,0.21276667294262333,0.13784551556416214
ms_garch,2,0.99,99.99999999999991,1,roll_abs_r_matched,0.08799393343231214,0.08934294565787071
ms_garch,2,0.99,99.99999999999991,2,sigma_true,0.6841933873949554,0.44650639705134715
ms_garch,2,0.99,99.99999999999991,2,sigma_log,0.6246332652394156,0.5315655422652609
ms_garch,2,0.99,99.99999999999991,2,roll_sigma_21,0.4737832685736383,0.3356552963689419
ms_garch,2,0.99,99.99999999999991,2,roll_abs_r_21,0.16251892991722164,0.13793599282779143
ms_garch,2,0.99,99.99999999999991,2,roll_abs_r_matched,0.06963199421096505,0.022765777138456966
ms_garch,2,0.99,99.99999999999991,3,sigma_true,0.6096751081080758,0.358082807731478
ms_garch,2,0.99,99.99999999999991,3,sigma_log,0.5738601485869249,0.40907338029686424
ms_garch,2,0.99,99.99999999999991,3,roll_sigma_21,0.4395827499946835,0.27331867561985485
ms_garch,2,0.99,99.99999999999991,3,roll_abs_r_21,0.24596922625757445,0.28077095712113975
ms_garch,2,0.99,99.99999999999991,3,roll_abs_r_matched,0.16613894603830873,0.16728875240097482
ms_garch,2,0.99,99.99999999999991,4,sigma_true,0.008923360800445848,0.010704247671423035
ms_garch,2,0.99,99.99999999999991,4,sigma_log,0.5223297229572754,0.28375789399137197
ms_garch,2,0.99,99.99999999999991,4,roll_sigma_21,0.008734233489788,0.009234533108327586
ms_garch,2,0.99,99.99999999999991,4,roll_abs_r_21,0.008247478991147425,0.01027564818225749
ms_garch,2,0.99,99.99999999999991,4,roll_abs_r_matched,0.008453983703828681,0.009577100911488655
ms_garch,2,0.99,99.99999999999991,5,sigma_true,0.5799397714825889,0.27217278425293917
ms_garch,2,0.99,99.99999999999991,5,sigma_log,0.5039665861659421,0.4171307553473403
ms_garch,2,0.99,99.99999999999991,5,roll_sigma_21,0.4043585428249056,0.27138113861006885
ms_garch,2,0.99,99.99999999999991,5,roll_abs_r_21,0.08644085072853187,0.05537918028089416
ms_garch,2,0.99,99.99999999999991,5,roll_abs_r_matched,0.08956138870238348,0.0742125112494178
ms_garch,2,0.99,99.99999999999991,6,sigma_true,0.533885462012622,0.38362987158398176
ms_garch,2,0.99,99.99999999999991,6,sigma_log,0.5920695608215136,0.47687302080515276
ms_garch,2,0.99,99.99999999999991,6,roll_sigma_21,0.4231299328472148,0.2993583923052647
ms_garch,2,0.99,99.99999999999991,6,roll_abs_r_21,0.07266900338867122,0.052402484673693364
ms_garch,2,0.99,99.99999999999991,6,roll_abs_r_matched,0.03803777844001194,0.023924562669353937
ms_garch,2,0.99,99.99999999999991,7,sigma_true,0.6750980489993939,0.45019104957894335
ms_garch,2,0.99,99.99999999999991,7,sigma_log,0.6227131568192404,0.4909452820328529
ms_garch,2,0.99,99.99999999999991,7,roll_sigma_21,0.49257227715944607,0.3356627607575653
ms_garch,2,0.99,99.99999999999991,7,roll_abs_r_21,0.31547078315355453,0.3436729721788695
ms_garch,2,0.99,99.99999999999991,7,roll_abs_r_matched,0.07586931776262802,0.08695014856924911
ms_garch,2,0.99,99.99999999999991,8,sigma_true,7.386531307325479e-05,0.0002698329912150112
ms_garch,2,0.99,99.99999999999991,8,sigma_log,0.5469197828277217,0.31169416052232957
ms_garch,2,0.99,99.99999999999991,8,roll_sigma_21,-3.043370222641089e-05,9.475915085748673e-05
ms_garch,2,0.99,99.99999999999991,8,roll_abs_r_21,-7.392908870738168e-06,0.0007318301504843819
ms_garch,2,0.99,99.99999999999991,8,roll_abs_r_matched,-2.5267426532089193e-05,2.7839741025992096e-05
ms_garch,2,0.99,99.99999999999991,9,sigma_true,0.6032795322834128,0.34407367754244295
ms_garch,2,0.99,99.99999999999991,9,sigma_log,0.5723543417423756,0.42822806390184
ms_garch,2,0.99,99.99999999999991,9,roll_sigma_21,0.45351393759421726,0.28423396249923033
ms_garch,2,0.99,99.99999999999991,9,roll_abs_r_21,0.09618330819569126,0.026000293477531813
ms_garch,2,0.99,99.99999999999991,9,roll_abs_r_matched,0.07221778795018535,0.0722794384102052
ms_garch,2,0.99,99.99999999999991,10,sigma_true,0.617714101459991,0.39515206934589886
ms_garch,2,0.99,99.99999999999991,10,sigma_log,0.6114260490552915,0.4638519808447886
ms_garch,2,0.99,99.99999999999991,10,roll_sigma_21,0.4628270218217467,0.32830457279820346
ms_garch,2,0.99,99.99999999999991,10,roll_abs_r_21,0.009059881839634576,-0.0008526067605413211
ms_garch,2,0.99,99.99999999999991,10,roll_abs_r_matched,0.03875962391557697,0.0013690265786677708
ms_garch,2,0.99,99.99999999999991,11,sigma_true,0.6100713679969473,0.35371631922129904
ms_garch,2,0.99,99.99999999999991,11,sigma_log,0.5313153595991922,0.3722115749133657
ms_garch,2,0.99,99.99999999999991,11,roll_sigma_21,0.48084321875107333,0.26793028525673396
ms_garch,2,0.99,99.99999999999991,11,roll_abs_r_21,0.32363358786848606,0.34473754031432846
ms_garch,2,0.99,99.99999999999991,11,roll_abs_r_matched,0.2192457591762522,0.15696551333087144
ms_garch,2,0.99,99.99999999999991,12,sigma_true,0.5950582875932698,0.31088184084995013
ms_garch,2,0.99,99.99999999999991,12,sigma_log,0.5332852450668113,0.41603014446652387
ms_garch,2,0.99,99.99999999999991,12,roll_sigma_21,0.37855300956190585,0.2756353875030997
ms_garch,2,0.99,99.99999999999991,12,roll_abs_r_21,0.00925008274923497,-0.0088151744206735
ms_garch,2,0.99,99.99999999999991,12,roll_abs_r_matched,0.01347007460408307,0.007389204212082262
ms_garch,2,0.99,99.99999999999991,13,sigma_true,0.6259212241215599,0.38510751094563966
ms_garch,2,0.99,99.99999999999991,13,sigma_log,0.5738588272251806,0.46439451610925137
ms_garch,2,0.99,99.99999999999991,13,roll_sigma_21,0.4333718921577601,0.32421749640187625
ms_garch,2,0.99,99.99999999999991,13,roll_abs_r_21,0.21338861104989632,0.2549486347243607
ms_garch,2,0.99,99.99999999999991,13,roll_abs_r_matched,0.0879042407262891,0.11378500377204791
ms_garch,2,0.99,99.99999999999991,14,sigma_true,0.6265558524766812,0.41869417836210754
ms_garch,2,0.99,99.99999999999991,14,sigma_log,0.5989895314226382,0.5223217340487236
ms_garch,2,0.99,99.99999999999991,14,roll_sigma_21,0.4265556529235192,0.33576512673310105
ms_garch,2,0.99,99.99999999999991,14,roll_abs_r_21,0.2259499072029436,0.2198956718090994
ms_garch,2,0.99,99.99999999999991,14,roll_abs_r_matched,0.12913817568227748,0.06462532646581579
ms_garch,2,0.99,99.99999999999991,15,sigma_true,0.5540423126459654,0.43458078423969354
ms_garch,2,0.99,99.99999999999991,15,sigma_log,0.6416658682467127,0.4994172311435385
ms_garch,2,0.99,99.99999999999991,15,roll_sigma_21,0.4579213056548725,0.3521825011248266
ms_garch,2,0.99,99.99999999999991,15,roll_abs_r_21,0.0605398957550233,-0.004485403065515661
ms_garch,2,0.99,99.99999999999991,15,roll_abs_r_matched,0.10453698860784669,-0.002222416118372396
