Generator,True_k,Persistence,DegreesOfFreedom,SeriesLength,Replication,Mean_Regime_Duration,Feature_Window,Realized_Vol_Ratio,Method,Criterion,Estimated_k,Exact_Match,Signed_Bias,ARI_at_True_k,ARI_at_Estimated_k,Estimated_k_with_k1,Selected_k1
ms_garch,2,0.9,5.0,5000,4,10.000000000000002,21,1.1236737030116912,HMM,AIC,12,0,10,4.333372794139605e-05,0.00037486375855234596,12.0,0.0
ms_garch,2,0.9,5.0,5000,4,10.000000000000002,21,1.1236737030116912,HMM,ICL,11,0,9,4.333372794139605e-05,0.0005797602021742215,11.0,0.0
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,K-Means,Silhouette,2,1,0,-0.0011382754109555365,-0.0011382754109555365,,
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,K-Means,Davies-Bouldin,6,0,4,-0.0011382754109555365,0.0059686906256358535,,
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,K-Means,Calinski-Harabasz,12,0,10,-0.0011382754109555365,0.0046838870741100795,,
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,GMM,BIC,6,0,4,-0.0012055970409899166,0.005491150611980754,6.0,0.0
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,GMM,AIC,12,0,10,-0.0012055970409899166,0.00450438818342067,12.0,0.0
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,GMM,ICL,2,1,0,-0.0012055970409899166,-0.0012055970409899166,2.0,0.0
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,GMM,BIC_Neff,7,0,5,-0.0012055970409899166,0.0057864292542640795,7.0,0.0
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,HMM,BIC,12,0,10,-0.0005902514984766796,0.00505678881130475,12.0,0.0
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,HMM,AIC,12,0,10,-0.0005902514984766796,0.00505678881130475,12.0,0.0
ms_garch,2,0.9,5.0,5000,5,10.000000000000002,21,1.2143843703384039,HMM,ICL,12,0,10,-0.0005902514984766796,0.00505678881130475,12.0,0.0
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,K-Means,Silhouette,2,1,0,0.0009288387326176283,0.0009288387326176283,,
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,K-Means,Davies-Bouldin,12,0,10,0.0009288387326176283,0.0022118738358084594,,
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,K-Means,Calinski-Harabasz,12,0,10,0.0009288387326176283,0.0022118738358084594,,
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,GMM,BIC,3,0,1,0.0005749241054194762,0.0008034317526119366,3.0,0.0
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,GMM,AIC,10,0,8,0.0005749241054194762,0.002389777373015737,10.0,0.0
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,GMM,ICL,3,0,1,0.0005749241054194762,0.0008034317526119366,1.0,1.0
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,GMM,BIC_Neff,3,0,1,0.0005749241054194762,0.0008034317526119366,3.0,0.0
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,HMM,BIC,10,0,8,-0.0003798331463133237,0.002977402316105135,10.0,0.0
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,HMM,AIC,11,0,9,-0.0003798331463133237,0.0023021575734904266,11.0,0.0
ms_garch,2,0.9,5.0,5000,6,10.000000000000002,21,1.138561525622261,HMM,ICL,9,0,7,-0.0003798331463133237,0.002937923273724075,9.0,0.0
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,K-Means,Silhouette,2,1,0,0.012560997206218737,0.012560997206218737,,
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,K-Means,Davies-Bouldin,7,0,5,0.012560997206218737,0.0061748381919965924,,
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,K-Means,Calinski-Harabasz,12,0,10,0.012560997206218737,0.004873373473105513,,
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,GMM,BIC,5,0,3,0.010378429990110393,0.0072479662048856395,5.0,0.0
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,GMM,AIC,5,0,3,0.010378429990110393,0.0072479662048856395,5.0,0.0
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,GMM,ICL,3,0,1,0.010378429990110393,0.013476255463038394,1.0,1.0
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,GMM,BIC_Neff,5,0,3,0.010378429990110393,0.0072479662048856395,5.0,0.0
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,HMM,BIC,11,0,9,0.01660092990587765,0.005019930955806624,11.0,0.0
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,HMM,AIC,11,0,9,0.01660092990587765,0.005019930955806624,11.0,0.0
ms_garch,2,0.9,5.0,5000,7,10.000000000000002,21,1.0625881809085167,HMM,ICL,8,0,6,0.01660092990587765,0.006745299339473316,8.0,0.0
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,K-Means,Silhouette,2,1,0,0.006352830584529487,0.006352830584529487,,
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,K-Means,Davies-Bouldin,5,0,3,0.006352830584529487,0.009003625159254834,,
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,K-Means,Calinski-Harabasz,12,0,10,0.006352830584529487,0.0032656323829185173,,
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,GMM,BIC,6,0,4,0.005941622462664052,0.006344956843356862,6.0,0.0
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,GMM,AIC,8,0,6,0.005941622462664052,0.004451002354398474,8.0,0.0
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,GMM,ICL,2,1,0,0.005941622462664052,0.005941622462664052,2.0,0.0
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,GMM,BIC_Neff,8,0,6,0.005941622462664052,0.004451002354398474,8.0,0.0
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,HMM,BIC,11,0,9,0.0131793859401092,0.003286373617746137,11.0,0.0
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,HMM,AIC,12,0,10,0.0131793859401092,0.0031310063677057387,12.0,0.0
ms_garch,2,0.9,5.0,5000,8,10.000000000000002,21,1.1841794019040488,HMM,ICL,9,0,7,0.0131793859401092,0.00375984004055673,9.0,0.0
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,K-Means,Silhouette,2,1,0,-0.000226171109303315,-0.000226171109303315,,
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,K-Means,Davies-Bouldin,12,0,10,-0.000226171109303315,0.0014207856233603103,,
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,K-Means,Calinski-Harabasz,12,0,10,-0.000226171109303315,0.0014207856233603103,,
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,GMM,BIC,6,0,4,-0.00011063416783699079,0.0006445676773125255,6.0,0.0
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,GMM,AIC,11,0,9,-0.00011063416783699079,0.0014613756896954132,11.0,0.0
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,GMM,ICL,2,1,0,-0.00011063416783699079,-0.00011063416783699079,1.0,1.0
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,GMM,BIC_Neff,6,0,4,-0.00011063416783699079,0.0006445676773125255,6.0,0.0
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,HMM,BIC,10,0,8,-0.0003707146850859346,0.0021014008681506896,10.0,0.0
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,HMM,AIC,10,0,8,-0.0003707146850859346,0.0021014008681506896,10.0,0.0
ms_garch,2,0.9,5.0,5000,9,10.000000000000002,21,1.1137814483938675,HMM,ICL,10,0,8,-0.0003707146850859346,0.0021014008681506896,10.0,0.0
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,K-Means,Silhouette,2,1,0,0.009043085071715258,0.009043085071715258,,
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,K-Means,Davies-Bouldin,11,0,9,0.009043085071715258,0.0037582502017077545,,
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,K-Means,Calinski-Harabasz,12,0,10,0.009043085071715258,0.0032846007040472636,,
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,GMM,BIC,4,0,2,0.007857238963007352,0.01210072608492762,4.0,0.0
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,GMM,AIC,11,0,9,0.007857238963007352,0.004263463752947403,11.0,0.0
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,GMM,ICL,2,1,0,0.007857238963007352,0.007857238963007352,1.0,1.0
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,GMM,BIC_Neff,8,0,6,0.007857238963007352,0.004300043920191091,8.0,0.0
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,HMM,BIC,12,0,10,0.0150523843415035,0.002315652755602975,12.0,0.0
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,HMM,AIC,12,0,10,0.0150523843415035,0.002315652755602975,12.0,0.0
ms_garch,2,0.9,5.0,5000,10,10.000000000000002,21,1.2453506039747184,HMM,ICL,9,0,7,0.0150523843415035,0.004084295146525817,9.0,0.0
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,K-Means,Silhouette,2,1,0,0.00015025381711615746,0.00015025381711615746,,
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,K-Means,Davies-Bouldin,7,0,5,0.00015025381711615746,0.008939818154731358,,
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,K-Means,Calinski-Harabasz,12,0,10,0.00015025381711615746,0.00487870938351953,,
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,GMM,BIC,6,0,4,-0.0008619639261096671,0.008422576833775177,6.0,0.0
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,GMM,AIC,7,0,5,-0.0008619639261096671,0.008647586548377799,7.0,0.0
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,GMM,ICL,3,0,1,-0.0008619639261096671,-0.0007436223693624718,1.0,1.0
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,GMM,BIC_Neff,7,0,5,-0.0008619639261096671,0.008647586548377799,7.0,0.0
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,HMM,BIC,10,0,8,0.012981174391945353,0.005764207706686865,10.0,0.0
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,HMM,AIC,10,0,8,0.012981174391945353,0.005764207706686865,10.0,0.0
ms_garch,2,0.9,5.0,5000,11,10.000000000000002,21,1.1195490450556904,HMM,ICL,10,0,8,0.012981174391945353,0.005764207706686865,10.0,0.0
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,K-Means,Silhouette,2,1,0,0.0010905996843599448,0.0010905996843599448,,
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,K-Means,Davies-Bouldin,6,0,4,0.0010905996843599448,0.0032232169324803556,,
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,K-Means,Calinski-Harabasz,12,0,10,0.0010905996843599448,0.0024476620705399495,,
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,GMM,BIC,6,0,4,-0.0007217855364775787,0.003542454655920911,6.0,0.0
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,GMM,AIC,9,0,7,-0.0007217855364775787,0.0030594846992418917,9.0,0.0
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,GMM,ICL,2,1,0,-0.0007217855364775787,-0.0007217855364775787,1.0,1.0
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,GMM,BIC_Neff,6,0,4,-0.0007217855364775787,0.003542454655920911,6.0,0.0
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,HMM,BIC,10,0,8,0.012738554871720533,0.002841823350878522,10.0,0.0
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,HMM,AIC,10,0,8,0.012738554871720533,0.002841823350878522,10.0,0.0
ms_garch,2,0.9,5.0,5000,12,10.000000000000002,21,1.1857428011906952,HMM,ICL,10,0,8,0.012738554871720533,0.002841823350878522,10.0,0.0
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,K-Means,Silhouette,2,1,0,0.0008399309337764005,0.0008399309337764005,,
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,K-Means,Davies-Bouldin,5,0,3,0.0008399309337764005,0.0009194424313495684,,
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,K-Means,Calinski-Harabasz,12,0,10,0.0008399309337764005,0.001340631450687047,,
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,GMM,BIC,5,0,3,0.00033405096948294647,0.0011759009391116855,5.0,0.0
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,GMM,AIC,9,0,7,0.00033405096948294647,0.0018450270335236055,9.0,0.0
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,GMM,ICL,2,1,0,0.00033405096948294647,0.00033405096948294647,1.0,1.0
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,GMM,BIC_Neff,5,0,3,0.00033405096948294647,0.0011759009391116855,5.0,0.0
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,HMM,BIC,11,0,9,0.000720961502732236,0.0025618559809410853,11.0,0.0
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,HMM,AIC,11,0,9,0.000720961502732236,0.0025618559809410853,11.0,0.0
ms_garch,2,0.9,5.0,5000,13,10.000000000000002,21,1.195398929753054,HMM,ICL,6,0,4,0.000720961502732236,0.0021357775593478035,6.0,0.0
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,K-Means,Silhouette,2,1,0,0.0011795999783016896,0.0011795999783016896,,
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,K-Means,Davies-Bouldin,12,0,10,0.0011795999783016896,0.0010603280369231047,,
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,K-Means,Calinski-Harabasz,12,0,10,0.0011795999783016896,0.0010603280369231047,,
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,GMM,BIC,3,0,1,0.0011143011575718083,0.0011799849329620885,3.0,0.0
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,GMM,AIC,5,0,3,0.0011143011575718083,0.0014945010949159346,5.0,0.0
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,GMM,ICL,2,1,0,0.0011143011575718083,0.0011143011575718083,1.0,1.0
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,GMM,BIC_Neff,3,0,1,0.0011143011575718083,0.0011799849329620885,3.0,0.0
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,HMM,BIC,12,0,10,0.0031544541140098577,0.0018230789082674123,12.0,0.0
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,HMM,AIC,12,0,10,0.0031544541140098577,0.0018230789082674123,12.0,0.0
ms_garch,2,0.9,5.0,5000,14,10.000000000000002,21,1.1428166440868184,HMM,ICL,8,0,6,0.0031544541140098577,0.002020127750451968,8.0,0.0
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,K-Means,Silhouette,2,1,0,0.002129085542254631,0.002129085542254631,,
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,K-Means,Davies-Bouldin,11,0,9,0.002129085542254631,0.0024337215447427685,,
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,K-Means,Calinski-Harabasz,12,0,10,0.002129085542254631,0.001935119889520763,,
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,GMM,BIC,4,0,2,0.001273063019236162,0.0026802960551752185,4.0,0.0
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,GMM,AIC,8,0,6,0.001273063019236162,0.0024548165737108556,8.0,0.0
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,GMM,ICL,2,1,0,0.001273063019236162,0.001273063019236162,1.0,1.0
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,GMM,BIC_Neff,4,0,2,0.001273063019236162,0.0026802960551752185,4.0,0.0
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,HMM,BIC,11,0,9,0.0025595409790493255,0.002353918468646697,11.0,0.0
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,HMM,AIC,11,0,9,0.0025595409790493255,0.002353918468646697,11.0,0.0
ms_garch,2,0.9,5.0,5000,15,10.000000000000002,21,1.2128858668334959,HMM,ICL,11,0,9,0.0025595409790493255,0.002353918468646697,11.0,0.0
ms_garch,2,0.9,5.0,5000,16,10.000000000000002,21,1.1797175203404966,K-Means,Silhouette,2,1,0,-0.0002024548083360539,-0.0002024548083360539,,
ms_garch,2,0.9,5.0,5000,16,10.000000000000002,21,1.1797175203404966,K-Means,Davies-Bouldin,3,0,1,-0.0002024548083360539,0.0004614595318317025,,
ms_garch,2,0.9,5.0,5000,16,10.000000000000002,21,1.1797175203404966,K-Means,Calinski-Harabasz,12,0,10,-0.0002024548083360539,0.0059703011160494425,,
ms_garch,2,0.9,5.0,5000,16,10.000000000000002,21,1.1797175203404966,GMM,BIC,5,0,3,-0.00024199144671137895,0.011929193024965135,5.0,0.0
ms_garch,2,0.9,5.0,5000,16,10.000000000000002,21,1.1797175203404966,GMM,AIC,7,0,5,-0.00024199144671137895,0.008746999178868346,7.0,0.0
ms_garch,2,0.9,5.0,5000,16,10.000000000000002,21,1.1797175203404966,GMM,ICL,2,1,0,-0.00024199144671137895,-0.00024199144671137895,2.0,0.0
ms_garch,2,0.9,5.0,5000,16,10.000000000000002,21,1.1797175203404966,GMM,BIC_Neff,5,0,3,-0.00024199144671137895,0.011929193024965135,5.0,0.0
